[2025-11-07T04:50:13.846949] LAT:12.971099, LON:79.155084, ALT:312.2, SPD:1.08, SAT:6, BAT:3.9, RSSI:-47
[2025-11-07T04:26:11.044323] LAT:12.969539, LON:79.155926, ALT:312.9, SPD:2.47, SAT:8, BAT:3.688, RSSI:-74
[2025-11-07T04:26:10.510787] LAT:12.971361, LON:79.151944, ALT:305.9, SPD:2.05, SAT:9, BAT:3.687, RSSI:-60
[2025-11-07T04:26:09.031535] LAT:12.969547, LON:79.155931, ALT:309.3, SPD:0.97, SAT:5, BAT:3.688, RSSI:-54
[2025-11-07T04:26:08.495145] LAT:12.97137, LON:79.151947, ALT:312.0, SPD:1.49, SAT:8, BAT:3.687, RSSI:-45
[2025-11-07T04:26:07.017423] LAT:12.969555, LON:79.155937, ALT:308.1, SPD:1.8, SAT:6, BAT:3.688, RSSI:-46
[2025-11-07T04:26:06.481718] LAT:12.97138, LON:79.15195, ALT:313.0, SPD:1.75, SAT:9, BAT:3.687, RSSI:-70
[2025-11-07T04:26:05.003379] LAT:12.969562, LON:79.155944, ALT:307.3, SPD:1.33, SAT:8, BAT:3.688, RSSI:-73
[2025-11-07T04:26:04.467808] LAT:12.971388, LON:79.151956, ALT:312.0, SPD:1.85, SAT:7, BAT:3.687, RSSI:-75
[2025-11-07T04:26:02.989552] LAT:12.969571, LON:79.155949, ALT:309.0, SPD:2.05, SAT:9, BAT:3.689, RSSI:-66
[2025-11-07T04:26:02.453688] LAT:12.971396, LON:79.151962, ALT:312.8, SPD:0.7, SAT:8, BAT:3.688, RSSI:-71
[2025-11-07T04:26:00.976040] LAT:12.969577, LON:79.155957, ALT:313.1, SPD:2.46, SAT:8, BAT:3.689, RSSI:-50
[2025-11-07T04:26:00.439683] LAT:12.971401, LON:79.15197, ALT:310.0, SPD:0.59, SAT:8, BAT:3.688, RSSI:-60
[2025-11-07T04:25:58.963254] LAT:12.969579, LON:79.155967, ALT:305.2, SPD:0.77, SAT:6, BAT:3.689, RSSI:-57
[2025-11-07T04:25:58.426111] LAT:12.971405, LON:79.151979, ALT:309.2, SPD:2.16, SAT:8, BAT:3.688, RSSI:-45
[2025-11-07T04:25:56.951677] LAT:12.969579, LON:79.155977, ALT:310.4, SPD:2.09, SAT:5, BAT:3.689, RSSI:-69
[2025-11-07T04:25:56.413151] LAT:12.971406, LON:79.151989, ALT:309.0, SPD:0.69, SAT:5, BAT:3.688, RSSI:-69
[2025-11-07T04:25:54.930073] LAT:12.969582, LON:79.155987, ALT:313.3, SPD:1.91, SAT:9, BAT:3.689, RSSI:-52
[2025-11-07T04:25:54.400759] LAT:12.97141, LON:79.151998, ALT:309.1, SPD:2.3, SAT:8, BAT:3.688, RSSI:-55
[2025-11-07T04:25:52.916563] LAT:12.969588, LON:79.155995, ALT:306.6, SPD:0.96, SAT:5, BAT:3.69, RSSI:-68
[2025-11-07T04:25:52.376278] LAT:12.971419, LON:79.152004, ALT:314.6, SPD:0.57, SAT:6, BAT:3.688, RSSI:-68
[2025-11-07T04:25:50.900874] LAT:12.969591, LON:79.156004, ALT:310.2, SPD:1.88, SAT:9, BAT:3.69, RSSI:-52
[2025-11-07T04:25:50.363786] LAT:12.971428, LON:79.152007, ALT:313.9, SPD:1.9, SAT:7, BAT:3.689, RSSI:-53
[2025-11-07T04:25:48.888418] LAT:12.969595, LON:79.156014, ALT:313.3, SPD:2.13, SAT:7, BAT:3.69, RSSI:-56
[2025-11-07T04:25:48.349857] LAT:12.971437, LON:79.15201, ALT:313.8, SPD:1.77, SAT:7, BAT:3.689, RSSI:-58
[2025-11-07T04:25:46.875681] LAT:12.969599, LON:79.156022, ALT:307.3, SPD:0.67, SAT:8, BAT:3.69, RSSI:-45
[2025-11-07T04:25:46.333246] LAT:12.971447, LON:79.152013, ALT:313.6, SPD:1.97, SAT:9, BAT:3.689, RSSI:-64
[2025-11-07T04:25:44.860757] LAT:12.969605, LON:79.15603, ALT:312.6, SPD:0.64, SAT:9, BAT:3.69, RSSI:-61
[2025-11-07T04:25:44.319032] LAT:12.971457, LON:79.152016, ALT:307.4, SPD:2.22, SAT:7, BAT:3.689, RSSI:-55
[2025-11-07T04:25:42.847591] LAT:12.969607, LON:79.15604, ALT:310.3, SPD:1.32, SAT:8, BAT:3.69, RSSI:-63
[2025-11-07T04:25:42.306371] LAT:12.971465, LON:79.152022, ALT:313.0, SPD:2.34, SAT:6, BAT:3.69, RSSI:-60
[2025-11-07T04:25:40.834216] LAT:12.969611, LON:79.156049, ALT:307.1, SPD:0.63, SAT:9, BAT:3.691, RSSI:-61
[2025-11-07T04:25:40.293980] LAT:12.971473, LON:79.152028, ALT:313.9, SPD:1.25, SAT:7, BAT:3.69, RSSI:-48
[2025-11-07T04:25:38.822255] LAT:12.969613, LON:79.156059, ALT:308.3, SPD:1.13, SAT:9, BAT:3.691, RSSI:-68
[2025-11-07T04:25:38.279462] LAT:12.971483, LON:79.152029, ALT:308.9, SPD:1.69, SAT:7, BAT:3.69, RSSI:-57
[2025-11-07T04:25:36.811122] LAT:12.96961, LON:79.156069, ALT:306.6, SPD:1.39, SAT:7, BAT:3.691, RSSI:-71
[2025-11-07T04:25:36.267698] LAT:12.971493, LON:79.152027, ALT:306.6, SPD:1.8, SAT:8, BAT:3.69, RSSI:-50
[2025-11-07T04:25:34.789332] LAT:12.96961, LON:79.156079, ALT:306.3, SPD:2.43, SAT:7, BAT:3.691, RSSI:-51
[2025-11-07T04:25:34.255533] LAT:12.971502, LON:79.152023, ALT:309.3, SPD:0.86, SAT:5, BAT:3.69, RSSI:-68
[2025-11-07T04:25:32.778124] LAT:12.969614, LON:79.156088, ALT:310.2, SPD:0.55, SAT:9, BAT:3.691, RSSI:-58
[2025-11-07T04:25:32.243202] LAT:12.971512, LON:79.152021, ALT:310.8, SPD:1.23, SAT:9, BAT:3.69, RSSI:-58
[2025-11-07T04:25:30.765295] LAT:12.969615, LON:79.156098, ALT:309.9, SPD:2.2, SAT:7, BAT:3.692, RSSI:-67
[2025-11-07T04:25:30.226518] LAT:12.971521, LON:79.152018, ALT:310.3, SPD:2.18, SAT:9, BAT:3.691, RSSI:-62
[2025-11-07T04:25:28.752530] LAT:12.969617, LON:79.156108, ALT:309.6, SPD:1.53, SAT:7, BAT:3.692, RSSI:-49
[2025-11-07T04:25:28.211910] LAT:12.971531, LON:79.152015, ALT:308.2, SPD:1.6, SAT:9, BAT:3.691, RSSI:-72
[2025-11-07T04:25:26.738500] LAT:12.969615, LON:79.156118, ALT:310.8, SPD:0.62, SAT:5, BAT:3.692, RSSI:-74
[2025-11-07T04:25:26.195537] LAT:12.971541, LON:79.152015, ALT:312.5, SPD:1.23, SAT:8, BAT:3.691, RSSI:-59
[2025-11-07T04:25:24.725168] LAT:12.969608, LON:79.156125, ALT:311.5, SPD:1.38, SAT:5, BAT:3.692, RSSI:-47
[2025-11-07T04:25:24.182905] LAT:12.971551, LON:79.152014, ALT:308.1, SPD:1.81, SAT:9, BAT:3.691, RSSI:-62
[2025-11-07T04:25:22.710165] LAT:12.9696, LON:79.156131, ALT:309.2, SPD:1.49, SAT:9, BAT:3.692, RSSI:-57
[2025-11-07T04:25:22.169603] LAT:12.971561, LON:79.152014, ALT:311.8, SPD:1.93, SAT:5, BAT:3.692, RSSI:-46
[2025-11-07T04:25:20.693454] LAT:12.969591, LON:79.156134, ALT:309.4, SPD:1.51, SAT:9, BAT:3.693, RSSI:-51
[2025-11-07T04:25:20.156597] LAT:12.97157, LON:79.152018, ALT:308.1, SPD:0.6, SAT:9, BAT:3.692, RSSI:-66
[2025-11-07T04:25:18.679669] LAT:12.969581, LON:79.156133, ALT:305.5, SPD:1.41, SAT:8, BAT:3.693, RSSI:-52
[2025-11-07T04:25:18.143957] LAT:12.971578, LON:79.152024, ALT:309.0, SPD:1.72, SAT:8, BAT:3.692, RSSI:-55
[2025-11-07T04:25:16.667503] LAT:12.969571, LON:79.156132, ALT:313.8, SPD:2.42, SAT:5, BAT:3.693, RSSI:-73
[2025-11-07T04:25:16.117391] LAT:12.971587, LON:79.152028, ALT:314.1, SPD:1.65, SAT:6, BAT:3.692, RSSI:-66
[2025-11-07T04:25:14.650875] LAT:12.969561, LON:79.156133, ALT:311.2, SPD:2.07, SAT:5, BAT:3.693, RSSI:-70
[2025-11-07T04:25:14.101649] LAT:12.971596, LON:79.152033, ALT:308.5, SPD:1.96, SAT:7, BAT:3.692, RSSI:-46
[2025-11-07T04:25:12.629651] LAT:12.969551, LON:79.15613, ALT:314.0, SPD:1.44, SAT:6, BAT:3.694, RSSI:-56
[2025-11-07T04:25:12.086744] LAT:12.971603, LON:79.152039, ALT:305.1, SPD:0.93, SAT:7, BAT:3.693, RSSI:-48
[2025-11-07T04:25:10.617547] LAT:12.969541, LON:79.156132, ALT:312.4, SPD:2.39, SAT:8, BAT:3.694, RSSI:-48
[2025-11-07T04:25:10.072670] LAT:12.971613, LON:79.152041, ALT:310.4, SPD:0.96, SAT:7, BAT:3.693, RSSI:-58
[2025-11-07T04:25:08.600867] LAT:12.969531, LON:79.156131, ALT:313.4, SPD:1.41, SAT:9, BAT:3.694, RSSI:-67
[2025-11-07T04:25:08.060121] LAT:12.971622, LON:79.152045, ALT:311.0, SPD:1.93, SAT:7, BAT:3.693, RSSI:-73
[2025-11-07T04:25:06.575308] LAT:12.969522, LON:79.156131, ALT:313.9, SPD:1.16, SAT:7, BAT:3.694, RSSI:-51
[2025-11-07T04:25:06.047520] LAT:12.971631, LON:79.15205, ALT:308.8, SPD:1.25, SAT:8, BAT:3.693, RSSI:-72
[2025-11-07T04:25:04.562443] LAT:12.969512, LON:79.156127, ALT:306.5, SPD:1.91, SAT:5, BAT:3.694, RSSI:-54
[2025-11-07T04:25:04.039299] LAT:12.971641, LON:79.152052, ALT:308.5, SPD:1.61, SAT:7, BAT:3.694, RSSI:-66
[2025-11-07T04:25:02.550701] LAT:12.969502, LON:79.156127, ALT:307.7, SPD:2.16, SAT:6, BAT:3.694, RSSI:-46
[2025-11-07T04:25:02.023732] LAT:12.97165, LON:79.152049, ALT:307.8, SPD:2.26, SAT:7, BAT:3.694, RSSI:-59
[2025-11-07T04:25:00.539519] LAT:12.969492, LON:79.156128, ALT:311.3, SPD:1.03, SAT:8, BAT:3.695, RSSI:-49
[2025-11-07T04:25:00.013828] LAT:12.971659, LON:79.152044, ALT:308.5, SPD:2.24, SAT:8, BAT:3.694, RSSI:-73
[2025-11-07T04:24:58.529043] LAT:12.969483, LON:79.15613, ALT:307.8, SPD:1.58, SAT:5, BAT:3.695, RSSI:-72
[2025-11-07T04:24:58.004511] LAT:12.971667, LON:79.152038, ALT:312.1, SPD:1.31, SAT:5, BAT:3.694, RSSI:-71
[2025-11-07T04:24:56.518019] LAT:12.969474, LON:79.156136, ALT:305.5, SPD:0.72, SAT:8, BAT:3.695, RSSI:-51
[2025-11-07T04:24:55.994362] LAT:12.971677, LON:79.152036, ALT:309.3, SPD:2.1, SAT:8, BAT:3.694, RSSI:-75
[2025-11-07T04:24:54.507218] LAT:12.969465, LON:79.156139, ALT:306.7, SPD:1.09, SAT:9, BAT:3.695, RSSI:-47
[2025-11-07T04:24:53.983916] LAT:12.971685, LON:79.15203, ALT:314.9, SPD:1.75, SAT:5, BAT:3.694, RSSI:-72
[2025-11-07T04:24:52.495356] LAT:12.969455, LON:79.15614, ALT:307.7, SPD:1.56, SAT:5, BAT:3.695, RSSI:-54
[2025-11-07T04:24:51.970311] LAT:12.971694, LON:79.152026, ALT:311.2, SPD:1.27, SAT:6, BAT:3.694, RSSI:-53
[2025-11-07T04:24:50.479334] LAT:12.969446, LON:79.156144, ALT:309.5, SPD:1.72, SAT:8, BAT:3.696, RSSI:-57
[2025-11-07T04:24:49.957062] LAT:12.971704, LON:79.152025, ALT:314.3, SPD:1.37, SAT:9, BAT:3.695, RSSI:-61
[2025-11-07T04:24:48.425025] LAT:12.969436, LON:79.156146, ALT:306.3, SPD:2.07, SAT:9, BAT:3.696, RSSI:-54
[2025-11-07T04:24:47.945436] LAT:12.971714, LON:79.152025, ALT:305.2, SPD:1.0, SAT:7, BAT:3.695, RSSI:-71
[2025-11-07T04:24:46.413010] LAT:12.969426, LON:79.156145, ALT:313.4, SPD:2.38, SAT:5, BAT:3.696, RSSI:-57
[2025-11-07T04:24:45.932955] LAT:12.971724, LON:79.152023, ALT:312.1, SPD:1.83, SAT:6, BAT:3.695, RSSI:-64
[2025-11-07T04:24:44.401552] LAT:12.969416, LON:79.156146, ALT:306.0, SPD:1.74, SAT:6, BAT:3.696, RSSI:-63
[2025-11-07T04:24:43.921737] LAT:12.971734, LON:79.15202, ALT:307.7, SPD:1.94, SAT:5, BAT:3.695, RSSI:-58
[2025-11-07T04:24:42.390286] LAT:12.969407, LON:79.156149, ALT:312.8, SPD:0.63, SAT:5, BAT:3.696, RSSI:-49
[2025-11-07T04:24:41.911066] LAT:12.971743, LON:79.152019, ALT:306.2, SPD:1.38, SAT:9, BAT:3.696, RSSI:-75
[2025-11-07T04:24:40.377130] LAT:12.969399, LON:79.156155, ALT:309.8, SPD:1.29, SAT:9, BAT:3.697, RSSI:-68
[2025-11-07T04:24:39.892277] LAT:12.971753, LON:79.152022, ALT:309.3, SPD:1.29, SAT:8, BAT:3.696, RSSI:-75
[2025-11-07T04:24:38.366195] LAT:12.969389, LON:79.156157, ALT:312.0, SPD:2.11, SAT:8, BAT:3.697, RSSI:-72
[2025-11-07T04:24:37.881096] LAT:12.971762, LON:79.152024, ALT:312.7, SPD:1.57, SAT:6, BAT:3.696, RSSI:-51
[2025-11-07T04:24:36.351791] LAT:12.969379, LON:79.156157, ALT:312.1, SPD:2.2, SAT:5, BAT:3.697, RSSI:-74
[2025-11-07T04:24:35.871989] LAT:12.971772, LON:79.152029, ALT:314.5, SPD:1.05, SAT:5, BAT:3.696, RSSI:-55
[2025-11-07T04:24:34.340876] LAT:12.969369, LON:79.156155, ALT:308.9, SPD:0.79, SAT:6, BAT:3.697, RSSI:-69
[2025-11-07T04:24:33.856580] LAT:12.971781, LON:79.152031, ALT:308.7, SPD:1.84, SAT:6, BAT:3.696, RSSI:-75
[2025-11-07T04:24:32.327693] LAT:12.96936, LON:79.156157, ALT:305.0, SPD:0.53, SAT:6, BAT:3.697, RSSI:-49
[2025-11-07T04:24:31.839904] LAT:12.971791, LON:79.152029, ALT:310.4, SPD:1.6, SAT:5, BAT:3.697, RSSI:-57
[2025-11-07T04:24:30.311396] LAT:12.969351, LON:79.156162, ALT:307.5, SPD:1.96, SAT:7, BAT:3.698, RSSI:-75
[2025-11-07T04:24:29.827788] LAT:12.971801, LON:79.152032, ALT:307.8, SPD:1.5, SAT:5, BAT:3.697, RSSI:-48
[2025-11-07T04:24:28.296831] LAT:12.969341, LON:79.156164, ALT:310.1, SPD:2.44, SAT:7, BAT:3.698, RSSI:-63
[2025-11-07T04:24:27.810287] LAT:12.971811, LON:79.152031, ALT:309.6, SPD:1.76, SAT:9, BAT:3.697, RSSI:-62
[2025-11-07T04:24:26.282177] LAT:12.969331, LON:79.156164, ALT:305.4, SPD:2.11, SAT:5, BAT:3.698, RSSI:-75
[2025-11-07T04:24:25.796900] LAT:12.971821, LON:79.152032, ALT:308.5, SPD:1.21, SAT:8, BAT:3.697, RSSI:-49
[2025-11-07T04:24:24.265124] LAT:12.969321, LON:79.156167, ALT:313.7, SPD:1.58, SAT:9, BAT:3.698, RSSI:-58
[2025-11-07T04:24:23.785273] LAT:12.971829, LON:79.152038, ALT:313.2, SPD:1.39, SAT:6, BAT:3.697, RSSI:-75
[2025-11-07T04:24:22.251729] LAT:12.969312, LON:79.156169, ALT:306.1, SPD:1.62, SAT:8, BAT:3.698, RSSI:-50
[2025-11-07T04:24:21.771534] LAT:12.971838, LON:79.152042, ALT:314.8, SPD:1.53, SAT:9, BAT:3.697, RSSI:-69
[2025-11-07T04:24:20.237849] LAT:12.969303, LON:79.156173, ALT:307.4, SPD:1.25, SAT:6, BAT:3.699, RSSI:-54
[2025-11-07T04:24:19.746946] LAT:12.971848, LON:79.152043, ALT:313.6, SPD:1.51, SAT:6, BAT:3.698, RSSI:-46
[2025-11-07T04:24:18.225960] LAT:12.969294, LON:79.156179, ALT:313.7, SPD:1.05, SAT:5, BAT:3.699, RSSI:-61
[2025-11-07T04:24:17.734121] LAT:12.971857, LON:79.152046, ALT:305.2, SPD:1.1, SAT:8, BAT:3.698, RSSI:-64
[2025-11-07T04:24:16.213006] LAT:12.969284, LON:79.156181, ALT:306.4, SPD:1.17, SAT:9, BAT:3.699, RSSI:-57
[2025-11-07T04:24:15.720909] LAT:12.971867, LON:79.152044, ALT:306.1, SPD:1.49, SAT:7, BAT:3.698, RSSI:-66
[2025-11-07T04:24:14.201455] LAT:12.969275, LON:79.156182, ALT:313.9, SPD:1.16, SAT:5, BAT:3.699, RSSI:-48
[2025-11-07T04:24:13.707485] LAT:12.971877, LON:79.152046, ALT:310.0, SPD:1.78, SAT:5, BAT:3.698, RSSI:-63
[2025-11-07T04:24:12.191109] LAT:12.969265, LON:79.15618, ALT:307.5, SPD:2.29, SAT:9, BAT:3.699, RSSI:-74
[2025-11-07T04:24:11.692821] LAT:12.971887, LON:79.152045, ALT:313.7, SPD:2.28, SAT:7, BAT:3.698, RSSI:-61
[2025-11-07T04:24:10.172566] LAT:12.969255, LON:79.15618, ALT:311.1, SPD:1.32, SAT:5, BAT:3.7, RSSI:-50
[2025-11-07T04:24:09.674613] LAT:12.971897, LON:79.152042, ALT:312.0, SPD:1.69, SAT:7, BAT:3.698, RSSI:-49
[2025-11-07T04:24:08.159197] LAT:12.969245, LON:79.156182, ALT:309.2, SPD:2.15, SAT:7, BAT:3.7, RSSI:-59
[2025-11-07T04:24:07.663038] LAT:12.971907, LON:79.152041, ALT:309.8, SPD:1.49, SAT:8, BAT:3.699, RSSI:-50
[2025-11-07T04:24:06.142114] LAT:12.969236, LON:79.156187, ALT:314.3, SPD:2.41, SAT:9, BAT:3.7, RSSI:-66
[2025-11-07T04:24:05.651409] LAT:12.971916, LON:79.152038, ALT:311.7, SPD:1.03, SAT:8, BAT:3.699, RSSI:-65
[2025-11-07T04:24:04.127774] LAT:12.969227, LON:79.156189, ALT:305.3, SPD:1.49, SAT:8, BAT:3.7, RSSI:-65
[2025-11-07T04:24:03.638077] LAT:12.971924, LON:79.152031, ALT:309.6, SPD:0.97, SAT:5, BAT:3.699, RSSI:-60
[2025-11-07T04:24:02.115301] LAT:12.969217, LON:79.156191, ALT:309.7, SPD:1.08, SAT:8, BAT:3.7, RSSI:-48
[2025-11-07T04:24:01.625287] LAT:12.971933, LON:79.152027, ALT:305.3, SPD:1.57, SAT:6, BAT:3.699, RSSI:-64
[2025-11-07T04:24:00.103528] LAT:12.969207, LON:79.156194, ALT:309.6, SPD:0.86, SAT:9, BAT:3.701, RSSI:-48
[2025-11-07T04:23:59.612140] LAT:12.971942, LON:79.152025, ALT:308.6, SPD:1.46, SAT:5, BAT:3.699, RSSI:-72
[2025-11-07T04:23:58.090654] LAT:12.9692, LON:79.1562, ALT:311.1, SPD:1.52, SAT:9, BAT:3.701, RSSI:-51
[2025-11-07T04:23:57.598329] LAT:12.971951, LON:79.152019, ALT:309.4, SPD:0.86, SAT:8, BAT:3.7, RSSI:-54
[2025-11-07T04:23:56.077387] LAT:12.969193, LON:79.156208, ALT:305.9, SPD:2.11, SAT:5, BAT:3.701, RSSI:-60
[2025-11-07T04:23:55.586332] LAT:12.97196, LON:79.152015, ALT:313.8, SPD:2.2, SAT:5, BAT:3.7, RSSI:-55
[2025-11-07T04:23:54.059494] LAT:12.969184, LON:79.156213, ALT:312.2, SPD:1.61, SAT:9, BAT:3.701, RSSI:-74
[2025-11-07T04:23:53.573255] LAT:12.971969, LON:79.152012, ALT:309.5, SPD:1.42, SAT:8, BAT:3.7, RSSI:-58
[2025-11-07T04:23:52.046437] LAT:12.969174, LON:79.156214, ALT:305.7, SPD:0.96, SAT:6, BAT:3.702, RSSI:-54
[2025-11-07T04:23:51.469717] LAT:12.971976, LON:79.152004, ALT:307.1, SPD:2.09, SAT:9, BAT:3.7, RSSI:-54
[2025-11-07T04:23:50.030876] LAT:12.969165, LON:79.15621, ALT:313.1, SPD:2.24, SAT:8, BAT:3.702, RSSI:-54
[2025-11-07T04:23:49.453596] LAT:12.971982, LON:79.151996, ALT:311.8, SPD:1.44, SAT:7, BAT:3.7, RSSI:-75
[2025-11-07T04:23:48.015486] LAT:12.969155, LON:79.156211, ALT:305.4, SPD:2.04, SAT:6, BAT:3.702, RSSI:-55
[2025-11-07T04:23:47.437936] LAT:12.971989, LON:79.15199, ALT:307.9, SPD:0.88, SAT:7, BAT:3.701, RSSI:-75
[2025-11-07T04:23:46.000624] LAT:12.969146, LON:79.156216, ALT:310.5, SPD:1.23, SAT:5, BAT:3.702, RSSI:-53
[2025-11-07T04:23:45.427042] LAT:12.971995, LON:79.151982, ALT:312.0, SPD:1.2, SAT:6, BAT:3.701, RSSI:-59
[2025-11-07T04:23:43.987329] LAT:12.969136, LON:79.156217, ALT:308.0, SPD:1.6, SAT:5, BAT:3.703, RSSI:-59
[2025-11-07T04:23:43.412565] LAT:12.971997, LON:79.151972, ALT:308.2, SPD:2.05, SAT:9, BAT:3.701, RSSI:-63
[2025-11-07T04:23:41.972752] LAT:12.969127, LON:79.15622, ALT:314.1, SPD:0.89, SAT:6, BAT:3.703, RSSI:-57
[2025-11-07T04:23:41.399174] LAT:12.971999, LON:79.151962, ALT:313.2, SPD:1.92, SAT:7, BAT:3.701, RSSI:-47
[2025-11-07T04:23:39.958906] LAT:12.969119, LON:79.156226, ALT:311.5, SPD:0.82, SAT:6, BAT:3.703, RSSI:-74
[2025-11-07T04:23:39.384761] LAT:12.971999, LON:79.151952, ALT:306.8, SPD:0.85, SAT:7, BAT:3.701, RSSI:-65
[2025-11-07T04:23:37.944718] LAT:12.969111, LON:79.156232, ALT:311.4, SPD:2.24, SAT:6, BAT:3.703, RSSI:-45
[2025-11-07T04:23:37.370461] LAT:12.972001, LON:79.151942, ALT:309.5, SPD:2.39, SAT:7, BAT:3.702, RSSI:-50
[2025-11-07T04:23:35.929882] LAT:12.969104, LON:79.156239, ALT:312.0, SPD:1.26, SAT:8, BAT:3.703, RSSI:-61
[2025-11-07T04:23:35.358859] LAT:12.971999, LON:79.151932, ALT:307.2, SPD:2.46, SAT:6, BAT:3.702, RSSI:-74
[2025-11-07T04:23:33.918276] LAT:12.969094, LON:79.156242, ALT:305.8, SPD:2.39, SAT:5, BAT:3.703, RSSI:-50
[2025-11-07T04:23:33.349589] LAT:12.971995, LON:79.151923, ALT:309.2, SPD:1.97, SAT:9, BAT:3.702, RSSI:-60
[2025-11-07T04:23:31.902683] LAT:12.969086, LON:79.156247, ALT:314.3, SPD:1.13, SAT:6, BAT:3.704, RSSI:-59
[2025-11-07T04:23:31.336739] LAT:12.971987, LON:79.151917, ALT:311.5, SPD:2.29, SAT:9, BAT:3.702, RSSI:-67
[2025-11-07T04:23:29.888723] LAT:12.969076, LON:79.156247, ALT:312.7, SPD:2.2, SAT:5, BAT:3.704, RSSI:-47
[2025-11-07T04:23:29.324132] LAT:12.971983, LON:79.151908, ALT:308.0, SPD:1.44, SAT:9, BAT:3.702, RSSI:-71
[2025-11-07T04:23:27.875679] LAT:12.969066, LON:79.156248, ALT:307.0, SPD:0.54, SAT:5, BAT:3.704, RSSI:-69
[2025-11-07T04:23:27.309325] LAT:12.97198, LON:79.151898, ALT:308.2, SPD:0.75, SAT:9, BAT:3.702, RSSI:-72
[2025-11-07T04:23:25.859441] LAT:12.969056, LON:79.15625, ALT:309.6, SPD:0.91, SAT:7, BAT:3.704, RSSI:-48
[2025-11-07T04:23:25.294448] LAT:12.971976, LON:79.151889, ALT:312.3, SPD:1.83, SAT:6, BAT:3.703, RSSI:-45
[2025-11-07T04:23:23.845147] LAT:12.969046, LON:79.15625, ALT:308.9, SPD:1.93, SAT:5, BAT:3.705, RSSI:-51
[2025-11-07T04:23:23.281481] LAT:12.971976, LON:79.151879, ALT:310.2, SPD:2.47, SAT:7, BAT:3.703, RSSI:-64
[2025-11-07T04:23:21.831253] LAT:12.969036, LON:79.156247, ALT:313.8, SPD:0.57, SAT:7, BAT:3.705, RSSI:-73
[2025-11-07T04:23:21.267622] LAT:12.971981, LON:79.151871, ALT:308.1, SPD:2.13, SAT:6, BAT:3.703, RSSI:-49
[2025-11-07T04:23:19.815341] LAT:12.969026, LON:79.156247, ALT:307.1, SPD:2.26, SAT:6, BAT:3.705, RSSI:-67
[2025-11-07T04:23:19.252333] LAT:12.97199, LON:79.151866, ALT:308.1, SPD:0.82, SAT:5, BAT:3.703, RSSI:-57
[2025-11-07T04:23:17.801967] LAT:12.969017, LON:79.156244, ALT:312.2, SPD:1.58, SAT:8, BAT:3.705, RSSI:-53
[2025-11-07T04:23:17.234764] LAT:12.971999, LON:79.151861, ALT:312.0, SPD:1.97, SAT:5, BAT:3.703, RSSI:-64
[2025-11-07T04:23:15.779722] LAT:12.969007, LON:79.156242, ALT:308.5, SPD:1.62, SAT:9, BAT:3.705, RSSI:-73
[2025-11-07T04:23:15.216968] LAT:12.972008, LON:79.151858, ALT:311.9, SPD:1.55, SAT:5, BAT:3.703, RSSI:-75
[2025-11-07T04:23:13.761073] LAT:12.968997, LON:79.156244, ALT:308.0, SPD:1.69, SAT:8, BAT:3.706, RSSI:-75
[2025-11-07T04:23:13.204168] LAT:12.972018, LON:79.151856, ALT:305.6, SPD:1.25, SAT:7, BAT:3.704, RSSI:-52
[2025-11-07T04:23:11.746799] LAT:12.968989, LON:79.15625, ALT:309.8, SPD:0.89, SAT:6, BAT:3.706, RSSI:-51
[2025-11-07T04:23:11.190789] LAT:12.972028, LON:79.151858, ALT:313.4, SPD:1.22, SAT:7, BAT:3.704, RSSI:-50
[2025-11-07T04:23:09.731257] LAT:12.96898, LON:79.156254, ALT:314.3, SPD:2.16, SAT:9, BAT:3.706, RSSI:-48
[2025-11-07T04:23:09.176417] LAT:12.972038, LON:79.151856, ALT:307.0, SPD:1.21, SAT:8, BAT:3.704, RSSI:-74
[2025-11-07T04:23:07.716444] LAT:12.96897, LON:79.156257, ALT:314.5, SPD:1.89, SAT:6, BAT:3.706, RSSI:-56
[2025-11-07T04:23:07.154921] LAT:12.972048, LON:79.151855, ALT:312.1, SPD:1.79, SAT:6, BAT:3.704, RSSI:-75
[2025-11-07T04:23:05.704856] LAT:12.968961, LON:79.156261, ALT:305.5, SPD:1.99, SAT:8, BAT:3.707, RSSI:-67
[2025-11-07T04:23:05.143459] LAT:12.972058, LON:79.151854, ALT:305.9, SPD:0.77, SAT:6, BAT:3.704, RSSI:-75
[2025-11-07T04:23:03.690004] LAT:12.968953, LON:79.156267, ALT:313.4, SPD:0.99, SAT:5, BAT:3.707, RSSI:-62
[2025-11-07T04:23:03.132367] LAT:12.972066, LON:79.151849, ALT:309.4, SPD:2.24, SAT:7, BAT:3.705, RSSI:-51
[2025-11-07T04:23:01.675154] LAT:12.968943, LON:79.156269, ALT:307.2, SPD:2.01, SAT:8, BAT:3.707, RSSI:-75
[2025-11-07T04:23:01.121248] LAT:12.972076, LON:79.151847, ALT:311.5, SPD:1.43, SAT:8, BAT:3.705, RSSI:-64
[2025-11-07T04:22:59.661641] LAT:12.968935, LON:79.156274, ALT:307.6, SPD:1.54, SAT:9, BAT:3.707, RSSI:-47
[2025-11-07T04:22:59.109992] LAT:12.972084, LON:79.151842, ALT:310.1, SPD:2.14, SAT:9, BAT:3.705, RSSI:-62
[2025-11-07T04:22:57.645947] LAT:12.968927, LON:79.156281, ALT:312.8, SPD:1.52, SAT:9, BAT:3.707, RSSI:-72
